ngo_name,unique_id,registered_with,type_of_ngo,registration_number,copy_of_registration_certificate,copy_of_pan_card,act_name,city_of_registration,state_of_registration,registration_date,key_issues,operational_areas_states,operational_areas_districts,FCRA_details,FCRA_registration_num,details_of_achievement,contact_details_address,contact_details_city,contact_details_state,contact_details_telephone,contact_details_website,contact_details_email,members_names_designations,members_names_pan_availability,members_names_aadhar_availability,source_of_funds_amount_sanctioned,source_of_funds_department_name,source_of_funds_source,source_of_funds_purpose,sector_number,ngo_num,page_num,page_num_total
Youth Upliftment and Welfare Association (YUWA),UP/2016/0099575,Registrar of Societies,Registered Societies (Non-Government),151,Available,Available,Societies Registration Act,Lucknow,UTTAR PRADESH,10-05-1995,"Aged/Elderly,Art &amp; Culture,Children,Civic Issues,Differently Abled,Dalit Upliftment,Education &amp; Literacy,Health &amp; Family Welfare,Human Rights,Labour &amp; Employment,Micro Finance (SHGs),Minority Issues,Micro Small &amp; Medium Enterprises,Nutrition,Rural Development &amp; Poverty Alleviation,Scientific &amp; Industrial Research,Science &amp; Technology,Tribal Affairs,Tourism,Urban Development &amp; Poverty Alleviation,Vocational Training,Women's Development &amp; Empowerment,Youth Affairs,Any Other","DELHI, MAHARASHTRA, UTTAR PRADESH, UTTARAKHAND","DELHI-&gt;New Delhi, MAHARASHTRA-&gt;Mumbai, UTTAR PRADESH-&gt;Azamgarh, Gautam Buddha Nagar, Lucknow, Varanasi, UTTARAKHAND-&gt;Nainital",Not Available,Not Available,"YUWA has been running two organizations under its umbrella:
1.	Asma Hussain Institute Of Fashon Technology AIFT
2.	Asma Hussain Fashon House AHFH

Number of Artisans Covered by YUWA

1. CFC of Garment Industry for Handicrafts is set up in Lucknow, sponsored by DC Handicraft, Ministry of textiles, GOI, by AIFT an entity of YUWA
2.	YUWA has trained more than 6750plus candidates in fashion, textile, interior, chikankari, zardozi, tailoring and other crafts. 80percent are employed.
3.	Among them 85percent are women.
4.	4700 plus have been trained for free. 1300 plus have been from rural areas of Hardoi, Sandila, Barabanki, Lucknow, Faizabad, Kakori, etc, have also been linked with organizations providing them steady job work
6.	Many girls were given stitching machines to start tailoring in their villages.
8.	At present YUWA is training 900candidates in the field of fashion, textile, tailoring, cutting, chikankari, zardozi, muqaish, tukri work, retailing and entrepreneurship, absolutely for free for which centers are in Thakurganj, Hussainabad, Maulviganj, Daliganj, Sarfarazganj, Sajjatbagh and Hazratganj by the name AIFT
10.	YUWA has a design, research and development centre by the name AHFH, where old techniques of crafts are revived, researched and patterns are created and documented
11.	YUWA has created its own design bank under its CMD, Fashion Designer Asma Hussain. More than 3600plus designs have been created and preserved.
12.	Yuwa has a production unit of fashion garments and life style products and workshops for chikankari, Aari, Zardozi, Resham embroidery, hand embroidery, muqaish, Tukdi work and state of art techniques of hand stitched garments.
13.	YUWA participates in different exhibitions and fashion weeks in India and abroad; Delhi, Mumbai, Kolkata, Dubai, Manchester, London, New York, Washington and Chicago
14.	YUWAâ€™s CMD Asma Hussain is a member Designer of FDCI
15.	Asma Hussain was awarded national level award â€œSKILLING INDIAâ€ by FICCI FLO INDIA in July 2016, for training maximum number of underprivileged girls all over India. 


 Interventions carried out by YUWA
1.	Displayed Handicraft Exhibitions in 2016 &amp; 2015.
2.	Seminar on â€œCraft Tourism of Handicraft in uttar Pradeshâ€ in 2016 and on â€œJashnâ€™eâ€™Dastagariâ€ 2015.
4.	Training of underpriviledged girls under â€œSeekho aur Kamaoâ€ Ministry of Minority Affairs, GOI since 2014
5.	YUWA conducted a â€˜Design Workshopâ€™ for 200 underprivileged girls in different crafts for which an exhibition was organized in May â€˜14 to display their prototypes. 
6.	8 Sewing machines were donated to AKANKSHA centre by YUWA
7. YUWA has organized various design and product development programmes for handloom of Gorakhpur for NHDC in 94-95","27 Mahatma Gandhi Marg, Hazratganj, Lucknow - 226001, Uttar Pradesh, india.",Lucknow,UTTAR PRADESH,0522-4044461,http://asmahussain.edu.in,asmahussain69(at)yahoo[dot]co.in,"{' Asma Hussain': 'Chief Functionary', ' Anis Ansari': 'Chairman', ' Shahanaz Mirza': 'Director'}","{' Asma Hussain': 'Available', ' Anis Ansari': 'Available', ' Shahanaz Mirza': 'Available'}","{' Asma Hussain': 'Available', ' Anis Ansari': 'Available', ' Shahanaz Mirza': 'Available'}",{'2015-2016': 'Not Specified'},{'2015-2016': 'Not Specified'},{'2015-2016': 'Overseas'},{'2015-2016': 'Not Specified'},34,26,195,100
YOUTH VISION WELFARE SOCIETY ,UP/2021/0294461,Registrar of Societies,Registered Societies (Non-Government),SAH/06780/2021-2022,Available,Available,"Society Act, 1860",Saharanpur,UTTAR PRADESH,07-09-2021,"Agriculture,Art &amp; Culture,Children,Disaster Management,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,HIV/AIDS,Legal Awareness &amp; Aid,Panchayati Raj,Sports,Water Resources,Youth Affairs,Skill Development,Health &amp; Family Welfare,Human Rights,Labour &amp; Employment,Tribal Affairs,Women's Development &amp; Empowerment",UTTAR PRADESH,"UTTAR PRADESH-&gt;Saharanpur, Muzaffarnagar, Bijnor, Moradabad, Rampur, Meerut, Baghpat, Ghaziabad, Agra, Lucknow, Jhansi, Prayagraj, Gorakhpur, Varanasi, Shamli",Not Available,Not Available,Not Available,"VILL POST PILKHANI COLONY NEAR HEM ITI, 247232",Saharanpur,UTTAR PRADESH,Not Available,Not Available,youthvisionindia01(at)gmail[dot]com,"{' ANEESH KUMAR': 'President', ' AFSHA NAAZ': 'Secretary', ' RITIK KUMAR': 'Treasurer'}","{' ANEESH KUMAR': 'Available', ' AFSHA NAAZ': 'Available', ' RITIK KUMAR': 'Available'}","{' ANEESH KUMAR': 'Available', ' AFSHA NAAZ': 'Available', ' RITIK KUMAR': 'Available'}",{'2021-2022': 'Not Specified'},{'2021-2022': 'Not Specified'},{'2021-2022': 'Any Other'},{'2021-2022': 'We did not received any grants.'},34,27,195,100
Youth Welfare Foundation,UP/2019/0242426,Registrar of Societies,Registered Societies (Non-Government),1129,Available,Available,"Societies Registration Act, 1860",Prayagraj,UTTAR PRADESH,30-12-2017,Not Available,Not Available,Not Available,Not Available,Not Available,"Relief of the poor, Environment protection, Education and Health Programs, Motivational Speech, Cultural Preservation, Livelihood, Promoting Yoga, To establish centers of education, welfare and training for minorities, OBCs, SCs and STs, To establish ","220-A, Rajrooppur, Prayagraj, Uttar Pradesh, India-211011",Prayagraj,UTTAR PRADESH,Not Available,http://youthwelfarefoundation.org/,admin(at)youthwelfarefoundation[dot]org,"{' Alok Singh': 'Secretary', ' Seema Srivastava': 'President', ' Nirmala Singh': 'Treasurer', ' Rakesh Singh': 'Member', ' Sachin Gautam': 'Member', ' Vijay Kumar Singh': 'Member', ' Rachit Gupta': 'Member'}","{' Alok Singh': 'Available', ' Seema Srivastava': 'Available', ' Nirmala Singh': 'Available', ' Rakesh Singh': 'Available', ' Sachin Gautam': 'Available', ' Vijay Kumar Singh': 'Available', ' Rachit Gupta': 'Available'}","{' Alok Singh': 'Available', ' Seema Srivastava': 'Available', ' Nirmala Singh': 'Available', ' Rakesh Singh': 'Available', ' Sachin Gautam': 'Available', ' Vijay Kumar Singh': 'Available', ' Rachit Gupta': 'Available'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2017-2018': 'Any Other', '2018-2019': 'Any Other'}","{'2017-2018': 'Since no grant sanction has been received therefore, comments are not available.', '2018-2019': 'Since no grant sanction has been received therefore, the comments are not available.'}",34,28,195,100
Youth welfare society,UP/2018/0195463,Registrar of Societies,Registered Societies (Non-Government),1145/2017-2018,Available,Available,"society act 21, 1860",aonla,UTTAR PRADESH,16-03-2018,"Agriculture,Children,Dalit Upliftment,Differently Abled,Education &amp; Literacy,Aged/Elderly,Health &amp; Family Welfare,Information &amp; Communication Technology,Labour &amp; Employment,Minority Issues,Rural Development &amp; Poverty Alleviation,Sports,Vocational Training,Women's Development &amp; Empowerment,Youth Affairs,Any Other",Not Available,Not Available,Not Available,Not Available,Not Available,lala ratan lal vali gali mohalla ganj tahseel aonla district bareilly,aonla,UTTAR PRADESH,Not Available,Not Available,youthwelfare18(at)gmail[dot]com,"{' AVDHESH UPADHYAY': 'President', ' ANITA UPADHYAY': 'Treasurer', ' KESHAV YADAV': 'Secretary'}","{' AVDHESH UPADHYAY': 'Available', ' ANITA UPADHYAY': 'Available', ' KESHAV YADAV': 'Available'}","{' AVDHESH UPADHYAY': 'Available', ' ANITA UPADHYAY': 'Available', ' KESHAV YADAV': 'Available'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2017-2018': 'Any Other', '2018-2019': 'Any Other'}","{'2017-2018': 'in the year 2017-2018, we have not received any government grant.', '2018-2019': 'in the year 2018-2019, we have not received any government grant till date.'}",34,29,195,100
youth welfare society,UP/2017/0155574,Registrar of Societies,Registered Societies (Non-Government),403/2010-2011,Available,Available,1860,basti,UTTAR PRADESH,11-06-2010,"Education &amp; Literacy,Agriculture,Art &amp; Culture,Biotechnology,Children,Civic Issues,Drinking Water,Health &amp; Family Welfare",UTTAR PRADESH,UTTAR PRADESH-&gt;Basti,Not Available,Not Available,The organisation working for schedule caste and other backward caste and so for Older people the organisation working for them from last decade ,"vill adampur, postsankurpur ,tehsilbhanpur, districtbasti, uttarpradesh ",basti,UTTAR PRADESH,Not Available,Not Available,youthwelfaresociety05542(at)gmail[dot]com,"{' SANJAY KUMAR': 'President', ' RAJU VARMA': 'Member', ' Dhurb chandra verma ': 'Vice President'}","{' SANJAY KUMAR': 'Available', ' RAJU VARMA': 'Available', ' Dhurb chandra verma ': 'Available'}","{' SANJAY KUMAR': 'Available', ' RAJU VARMA': 'Available', ' Dhurb chandra verma ': 'Available'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified'}","{'2013-2014': 'Any Other', '2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other'}","{'2013-2014': 'Donation and subscription', '2014-2015': 'Donation and subscription', '2015-2016': 'Donation and subscription', '2016-2017': 'Donation and subscription'}",34,30,195,100
YOUTHISTHAN FOUNDATION,UP/2021/0285973,Registrar of Companies,Private Sector Companies (Sec 8/25),U85300UP2021NPL146792,Available,Available,The Companies act 2013,KUSHINAGAR,UTTAR PRADESH,02-06-2021,"Children,Health &amp; Family Welfare,Rural Development &amp; Poverty Alleviation,Women's Development &amp; Empowerment,Civic Issues,Dalit Upliftment,Differently Abled,Education &amp; Literacy,Aged/Elderly,Human Rights,Panchayati Raj,Right to Information &amp; Advocacy,Urban Development &amp; Poverty Alleviation,Youth Affairs","UTTAR PRADESH, BIHAR, DELHI, GUJARAT, JHARKHAND, PUNJAB, RAJASTHAN, UTTAR PRADESH","UTTAR PRADESH-&gt;Kushinagar, BIHAR-&gt;Pashchim Champaran, DELHI-&gt;North East, East, West, South West, South, South East Delhi, GUJARAT-&gt;Junagadh, Amreli, Gir Somnath, JHARKHAND-&gt;Giridih, PUNJAB-&gt;Amritsar , RAJASTHAN-&gt;Dhaulpur, UTTAR PRADESH-&gt;Faizabad, Siddharthnagar, Basti, Sant Kabir Nagar, Mahrajganj, Gorakhpur, Deoria",Not Available,Not Available,"Child right protection, Rural Development, Education, women empowerment, skill education, education to underprivileged, health care and other social and charitable sevices","258, ARUNA SADAN, BARWA KHURD, RAMKOLA KUSHINAGAR UP 274305 IN",KUSHINAGAR,UTTAR PRADESH,Not Available,https://www.youthisthanfoundation.org/,abhishek[dot]pgt(at)gmail.com,"{' ARUNA SRIVASTAVA': 'Chairman', ' SHVETANJALI SHRIVASTAVA': 'Secretary', ' ABHISHEK LAL SRIVASTAVA': 'Treasurer'}","{' ARUNA SRIVASTAVA': 'Available', ' SHVETANJALI SHRIVASTAVA': 'Available', ' ABHISHEK LAL SRIVASTAVA': 'Available'}","{' ARUNA SRIVASTAVA': 'Available', ' SHVETANJALI SHRIVASTAVA': 'Available', ' ABHISHEK LAL SRIVASTAVA': 'Available'}",{'2021-2022': 'Not Specified'},{'2021-2022': 'Not Specified'},{'2021-2022': 'Any Other'},{'2021-2022': 'NO GRANT RECEIVED IN THIS FINANCIAL YEAR '},34,31,195,100
YOUTHS UNCEASING VOLUNTARY ACTION TRUST,UP/2018/0184103,Sub-Registrar,Trust (Non-Government),141,Available,Available,Indian Trusts Act 1882,LUCKNOW,UTTAR PRADESH,24-04-2014,"Drinking Water,Environment &amp; Forests,Health &amp; Family Welfare,Women's Development &amp; Empowerment",UTTAR PRADESH,"UTTAR PRADESH-&gt;Sitapur, Lucknow, Bara Banki",Not Available,Not Available,"Healthy village concept.
Open defecation free village
Waste handling and cost recovery
Solid waste management.
liquid waste management.
CLTS Community Led Total Sanitation
Awearness and motivationTraining-Different category of personnel including implementation department, officials, Village motivator, masons etc. 
IEC Activities.
","6/998, VIKAS NAGAR, LUCKNOW-226022",LUCKNOW,UTTAR PRADESH,Not Available,Not Available,yuvatrust(at)yahoo[dot]com,"{' AJAY GUPTA': 'Chief Functionary', ' AMARENDRA KUMAR': 'Trustee', ' MANJU GUPTA': 'Trustee'}","{' AJAY GUPTA': 'Available', ' AMARENDRA KUMAR': 'Available', ' MANJU GUPTA': 'Available'}","{' AJAY GUPTA': 'Available', ' AMARENDRA KUMAR': 'Available', ' MANJU GUPTA': 'Available'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified'}","{'2013-2014': 'Any Other', '2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other'}","{'2013-2014': 'we  are specialized in sanitation &amp;amp;amp;amp;amp;amp; hygiene related workshop i.e. masons training on toilet construction , clts training, so we can provide constancy services  to ngo. we can arrange fund by giving constancy services  to ngo.', '2014-2015': 'we  are specialized in sanitation ', '2015-2016': 'we  are specialized in sanitation ', '2016-2017': 'we  are specialized in sanitation '}",34,32,195,100
YUG NIRMAN VIDYALAYA SANSTHAN,UP/2019/0246637,Registrar of Societies,Academic Institutions (Private),J-899,Available,Available,125,HAMIRPUR,UTTAR PRADESH,07-02-2019,Education &amp; Literacy,UTTAR PRADESH,UTTAR PRADESH-&gt;Hamirpur,Not Available,Not Available,GREAT FEAUTERE OF STUDENT,MUHAL GAYATRIPURA PRAGYAPEETH VILL BARHARA DISTT HAMIRPUR,HAMIRPUR,UTTAR PRADESH,Not Available,Not Available,ratneshrajpootrajpoot301(at)gmail[dot]com,"{' SANTOSH KUMAR GUPTA': 'President', ' BABU RAM GUPTA': 'Director', ' GOVIND DAS': 'Treasurer'}","{' SANTOSH KUMAR GUPTA': 'Available', ' BABU RAM GUPTA': 'Available', ' GOVIND DAS': 'Available'}","{' SANTOSH KUMAR GUPTA': 'Available', ' BABU RAM GUPTA': 'Available', ' GOVIND DAS': 'Available'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2018-2019': 'STUDENT FEES', '2019-2020': 'STUDENT FEE'}",34,33,195,100
YUG NIRMAN YOJNA TRUST,UP/2018/0218954,Any Other,Trust (Non-Government),30 (Mathura) /73-74,Available,Available,INCOME TAX ACT,MATHURA,UTTAR PRADESH,05-12-1973,Any Other,UTTAR PRADESH,UTTAR PRADESH-&gt;Mathura,Available,136570011,Not Available,"GAYATRI TAPOBHUMI,MATHURA",MATHURA,UTTAR PRADESH,Not Available,Not Available,yugnirmanyojnatrust(at)gmail[dot]com,"{' MRITYUNJAY SHARMA': 'Chief Functionary', ' ISHWAR SHARAN PANDEY': 'Executive Member'}","{' MRITYUNJAY SHARMA': 'Available', ' ISHWAR SHARAN PANDEY': 'Available'}","{' MRITYUNJAY SHARMA': 'Available', ' ISHWAR SHARAN PANDEY': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2014-2015': 'educational and social purpose. imparting education by maintaining pathshala or research institute of spiritual science or otherwise or by other mean including exhibiting of the films and propagating,advancing, enhancing the knowledge of people or general public about gayatri shakti or gayatri spiritual science.\nopening free dispensaries or hospitals(ayurvedic ,homoeopathic,allopathic and naturepathic etc) \nopening an annakshetra to provide food or grains  etc.free of charge to poor and destitut', '2015-2016': '\n\n\nImparting education by maintaining pathshala or Research Institute of Spiritual Science or otherwise or by other mean including exhibiting of the films and propagating, advanching, enhancing the knowledge of people or general public about GAYATRISHAKTI or GAYATRI SPIRITUAL SCIENCE   Opening free dispensaries or hospitals(Ayurvedic, omeopathic,Allopathic and Naturopathc etc.) Opening an ANNAKSHETRA to provide food or grains etc., free of charge to poor and destitute persons. Opening public lib', '2016-2017': '\n\n\nImparting education by maintaining pathshala or Research Institute of Spiritual Science or otherwise or by other mean including exhibiting of the films and propagating, advanching, enhancing the knowledge of people or general public about GAYATRISHAKTI or GAYATRI SPIRITUAL SCIENCE   Opening free dispensaries or hospitals(Ayurvedic, omeopathic,Allopathic and Naturopathc etc.) Opening an ANNAKSHETRA to provide food or grains etc., free of charge to poor and destitute persons. Opening public lib', '2017-2018': 'Imparting education by maintaining pathshala or Research Instituteof SpiritualScience or otherwise or by other mean including exhibiting of the films and propagating,advancing,enhancing theknowledgeof people or general public about GAYATRI SHAKTI or GAYATN SPIRITUAL SCIENCE. Opening free dipensaries or hospitals (Ayurvedic, Homeopathic, Allopathic and Naturopathic.etc.) Opening an ANAKSHETRA to provide food or grains etc,free of charge to poor and destitute persons, Opening public libraries for '}",34,34,195,100
YUGAM NAVRIDHI FOUNDATION,UP/2018/0209430,Registrar of Companies,Private Sector Companies (Sec 8/25),U93090UP2017NPL094457,Available,Available,Company Act 2013,Ghaziabad,UTTAR PRADESH,27-06-2017,"Children,Education &amp; Literacy,Aged/Elderly,Food Processing",UTTAR PRADESH,"UTTAR PRADESH-&gt;Saharanpur, Muzaffarnagar, Meerut, Ghaziabad, Kanpur Dehat",Not Available,Not Available,"Art Competition, Quiz Competition, Book Donation and Old age Home","House No 47, Sector 4, Chiranjiv Vihar",Ghaziabad,UTTAR PRADESH,Not Available,Not Available,gzb[dot]abhishek(at)gmail.com,"{' Barkha Jain': 'President', ' Sangeeta Jain': 'Chairman', ' Kanika Jain': 'Secretary', ' Abhishek Jain': 'Treasurer'}","{' Barkha Jain': 'Available', ' Sangeeta Jain': 'Available', ' Kanika Jain': 'Available', ' Abhishek Jain': 'Available'}","{' Barkha Jain': 'Available', ' Sangeeta Jain': 'Available', ' Kanika Jain': 'Available', ' Abhishek Jain': 'Available'}","{'2018-2019': 'Not Specified', '2017-2018': 'Not Specified'}","{'2018-2019': 'Not Specified', '2017-2018': 'Not Specified'}","{'2018-2019': 'Any Other', '2017-2018': 'Any Other'}","{'2018-2019': 'Donation for people', '2017-2018': 'Donation from people'}",34,35,195,100
YUGANSH COMPUTER EDUCATION SOCIETY,UP/2018/0194886,Registrar of Societies,Registered Societies (Non-Government),2753,Available,Available,Act of 1860,KASGANJ,UTTAR PRADESH,06-10-2012,"Education &amp; Literacy,Minority Issues,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Etah, Kanshiram Nagar, Agra, Firozabad, Prayagraj",Not Available,Not Available,"Women Welfare and training Providing them training and giving them environment where they can
freely do their initiatives Child welfare and educations training to those children who are not capable to
afford the high feeSource of fund Sa Sources of Funds External Sources Long Term Sources A Share
Capital The most important source of funds for a limited company It is often considered as permanent
capital as it is not repaid by the business but the shareholder can have a share in the profit Saras.","VILLAGE SALEMPUR LALA POST JAKHERA,BILRAM DISTT KASGANJ THANA DHOLNA PINCODE 207124 UTTAR PRADESH",KASGANJ,UTTAR PRADESH,Not Available,Not Available,yuganshcomputer(at)gmail[dot]com,"{' Sushma Devi': 'Secretary', ' DHARMENDRA KUMAR': 'Teacher', ' ravendra kumar': 'Teacher', ' jagrup singh': 'Teacher', ' Rajendra Singh': 'Treasurer', ' Gajendra Singh': 'Finance Secretary', ' Pushpendra Singh': 'Joint Secretary'}","{' Sushma Devi': 'Available', ' DHARMENDRA KUMAR': 'Available', ' ravendra kumar': 'Available', ' jagrup singh': 'Available', ' Rajendra Singh': 'Available', ' Gajendra Singh': 'Available', ' Pushpendra Singh': 'Available'}","{' Sushma Devi': 'Available', ' DHARMENDRA KUMAR': 'Available', ' ravendra kumar': 'Available', ' jagrup singh': 'Available', ' Rajendra Singh': 'Available', ' Gajendra Singh': 'Available', ' Pushpendra Singh': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2014-2015': 'Sources of Funds  External Sources Long Term Sources A Share Capital The most important source of funds for a limited company It is often considered as permanent capital as it is not repaid by the business but the shareholder can have a share in the profit called dividend Three types of shares are Ordinary shares: The most common types of shares and the most riskiest shares Dividend depends on the profit of firm But all ordinary shareholders have voting rights Preference share', '2015-2016': 'Sources of Funds  External Sources Long Term Sources A Share Capital The most important source of funds for a limited company It is often considered as permanent capital as it is not repaid by the business but the shareholder can have a share in the profit called dividend Three types of shares are Ordinary shares: The most common types of shares and the most riskiest shares Dividend depends on the profit of firm But all ordinary shareholders have voting rights Preference share', '2016-2017': 'Sources of Funds  External Sources Long Term Sources A Share Capital The most important source of funds for a limited company It is often considered as permanent capital as it is not repaid by the business but the shareholder can have a share in the profit called dividend Three types of shares are Ordinary shares: The most common types of shares and the most riskiest shares Dividend depends on the profit of firm But all ordinary shareholders have voting rights Preference share', '2017-2018': 'Sources of Funds  External Sources Long Term Sources A Share Capital The most important source of funds for a limited company It is often considered as permanent capital as it is not repaid by the business but the shareholder can have a share in the profit called dividend Three types of shares are Ordinary shares: The most common types of shares and the most riskiest shares Dividend depends on the profit of firm But all ordinary shareholders have voting rights Preference share'}",34,36,195,100
Yugansh Computer Educational Society,UP/2018/0183545,Registrar of Societies,Registered Societies (Non-Government),1228,Available,Available,Act of 1860,kashiram nagar ,UTTAR PRADESH,06-10-2012,"Education &amp; Literacy,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Kanshiram Nagar, Etah",Not Available,Not Available,"Women Welfare and training Providing them training and giving them environment where they can
freely do their initiatives Child welfare and educations training to those children who are not capable to
afford the high feeSource of fund Sa Sources of Funds External Sources Long Term Sources A Share
Capital The most important source of funds for a limited company It is often considered as permanent
capital as it is not repaid by the business but the shareholder can have a share in the profit Saras",Gram selampurlala post bilram tehsil kasganj and distt kashiram nagar,kashiram nagar ,UTTAR PRADESH,Not Available,Not Available,yuganshgagan(at)gmail[dot]com,"{' RAM KHILADI': 'Teacher', ' HARI SINGH': 'Teacher', ' rameshawar singh': 'Teacher'}","{' RAM KHILADI': 'Available', ' HARI SINGH': 'Available', ' rameshawar singh': 'Available'}","{' RAM KHILADI': 'Available', ' HARI SINGH': 'Available', ' rameshawar singh': 'Available'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2013-2014': 'Any Other', '2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2013-2014': 'Sources of Funds  External Sources Long Term Sources A Share Capital The most important source of funds for a limited company It is often considered as permanent capital as it is not repaid by the business but the shareholder can have a share in the profit called dividend Three types of shares are Ordinary shares: The most common types of shares and the most riskiest shares Dividend depends on the profit of firm But all ordinary shareholders have voting rights Preference share', '2014-2015': 'Sources of Funds  External Sources Long Term Sources A Share Capital The most important source of funds for a limited company It is often considered as permanent capital as it is not repaid by the business but the shareholder can have a share in the profit called dividend Three types of shares are Ordinary shares: The most common types of shares and the most riskiest shares Dividend depends on the profit of firm But all ordinary shareholders have voting rights Preference share', '2015-2016': 'Sources of Funds  External Sources Long Term Sources A Share Capital The most important source of funds for a limited company It is often considered as permanent capital as it is not repaid by the business but the shareholder can have a share in the profit called dividend Three types of shares are Ordinary shares: The most common types of shares and the most riskiest shares Dividend depends on the profit of firm But all ordinary shareholders have voting rights Preference share', '2016-2017': 'Sources of Funds  External Sources Long Term Sources A Share Capital The most important source of funds for a limited company It is often considered as permanent capital as it is not repaid by the business but the shareholder can have a share in the profit called dividend Three types of shares are Ordinary shares: The most common types of shares and the most riskiest shares Dividend depends on the profit of firm But all ordinary shareholders have voting rights Preference share', '2017-2018': 'Sources of Funds  External Sources Long Term Sources A Share Capital The most important source of funds for a limited company It is often considered as permanent capital as it is not repaid by the business but the shareholder can have a share in the profit called dividend Three types of shares are Ordinary shares: The most common types of shares and the most riskiest shares Dividend depends on the profit of firm But all ordinary shareholders have voting rights Preference share'}",34,37,195,100
YUGANTAR SOCIAL WELFARE FOUNDATION  ,UP/2019/0224781,Registrar of Companies,Private Sector Companies (Sec 8/25),U85191UP2014NPL064790,Available,Available,"COMPANIES ACT 1956,2013",KANPUR,UTTAR PRADESH,09-07-2014,"Children,Education &amp; Literacy,Aged/Elderly,Health &amp; Family Welfare,Housing,Women's Development &amp; Empowerment,Any Other",UTTAR PRADESH,UTTAR PRADESH-&gt;Kanpur Nagar,Not Available,Not Available,"To organize promote programmes for old aged, disabled or underprivileged persons relating to their basic needs such as lodging, nutrition, shelter, clothing, education and medical facilities etc. Further to arrange special education and training within themselves to lead independent life without feeling monotony ",112/213-A SWAROOP NAGAR KANPUR 208002,KANPUR,UTTAR PRADESH,Not Available,http://yugantarswf.in/,swarnimgupta042(at)gmail[dot]com,"{' NIRUPMA GUPTA': 'Director', ' SUDHA SINGH': 'Director', ' swarnim gupta': 'Member'}","{' NIRUPMA GUPTA': 'Available', ' SUDHA SINGH': 'Available', ' swarnim gupta': 'Available'}","{' NIRUPMA GUPTA': 'Available', ' SUDHA SINGH': 'Available', ' swarnim gupta': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2014-2015': 'NOT APPLIED', '2015-2016': 'NOT APPLIED', '2016-2017': 'NOT APPLIED', '2017-2018': 'NOT APPLIED'}",34,38,195,100
