ngo_name,unique_id,registered_with,type_of_ngo,registration_number,copy_of_registration_certificate,copy_of_pan_card,act_name,city_of_registration,state_of_registration,registration_date,key_issues,operational_areas_states,operational_areas_districts,FCRA_details,FCRA_registration_num,details_of_achievement,contact_details_address,contact_details_city,contact_details_state,contact_details_telephone,contact_details_website,contact_details_email,members_names_designations,members_names_pan_availability,members_names_aadhar_availability,source_of_funds_amount_sanctioned,source_of_funds_department_name,source_of_funds_source,source_of_funds_purpose,sector_number,ngo_num,page_num,page_num_total
YAGYA MANDAL SANSKRIT PATHSHALA SHIV MANDIR,UP/2020/0251043,Registrar of Societies,Registered Societies (Non-Government),V-422,Available,Available,1860-21,JAUNPUR,UTTAR PRADESH,24-01-2016,Education &amp; Literacy,UTTAR PRADESH,UTTAR PRADESH-&gt;Jaunpur,Not Available,Not Available,Not Available,"VILL- BANDIPUR POST- SIRKONI DISST- JAUNPUR
",JAUNPUR,UTTAR PRADESH,Not Available,Not Available,yagya[dot]mandal(at)gmail.com,"{' RAVINDRA KUMAR YADAV': 'Member', ' RAMCHANDAR YADAV': 'Board Member', ' DIGVIJAY SINGH': 'Member'}","{' RAVINDRA KUMAR YADAV': 'Available', ' RAMCHANDAR YADAV': 'Available', ' DIGVIJAY SINGH': 'Available'}","{' RAVINDRA KUMAR YADAV': 'Available', ' RAMCHANDAR YADAV': 'Available', ' DIGVIJAY SINGH': 'Available'}","{'2016-2017': '144000', '2017-2018': '144000', '2018-2019': '196000', '2019-2020': 'Not Specified'}","{'2016-2017': 'RASTRIYA SANSKRIT SANSTHAN NEW DILL', '2017-2018': 'RASTREY SANSKRIT SANSTHAN NEW DELHI', '2018-2019': 'RASTREY SANSKRIT SANSTHAN NEW DELHI', '2019-2020': 'Not Specified'}","{'2016-2017': 'Central', '2017-2018': 'Central', '2018-2019': 'Central', '2019-2020': 'Any Other'}","{'2016-2017': 'SANSKRIT KSISHA KE PRACHAR EV PRASHAR ', '2017-2018': 'SANSKRIT BHASHA KE PRACHAR EV PRASHAR K LIYE', '2018-2019': 'SANSKRIT BHASHA KE PRACHAR AUR PRASHAR K LIY', '2019-2020': 'GRANT IS NOT '}",34,26,194,100
YAGYA NARAYAN SEVA SAMITI,UP/2022/0307058,Registrar of Societies,Registered Societies (Non-Government),VAR/2284/2019-20,Available,Available,"ACT 21, 1860",VARANASI,UTTAR PRADESH,19-06-2019,"Education &amp; Literacy,Health &amp; Family Welfare,Labour &amp; Employment,Children,Information &amp; Communication Technology",UTTAR PRADESH,"UTTAR PRADESH-&gt;Varanasi, Bulandshahr , Mainpuri, Banda, Shrawasti, Balrampur, Gorakhpur, Ballia, Jaunpur, Ghazipur, Mirzapur, Etah, Aligarh, Sitapur, Lucknow, Kanpur Nagar, Jalaun , Lalitpur, Gautam Buddha Nagar, Unnao, Chandauli",Not Available,Not Available,We are compaigning about the education to those children who are not accessible by either government agencies or any other NGO across the country along with doing program for gender equality. ,"SA-3/160-6KH-1, PANDEYPUR VARANASI.",VARANASI,UTTAR PRADESH,Not Available,Not Available,yagyanarayansamiti(at)gmail[dot]com,"{' ALOK KUMAR PANDEY': 'Treasurer', ' VANDANA SHUKLA': 'Chairman', ' UDAY BHAN SHARMA': 'Member', ' VARUN KUMAR SHUKLA': 'Secretary', ' SHEETAL RAGHAV': 'Board Member'}","{' ALOK KUMAR PANDEY': 'Available', ' VANDANA SHUKLA': 'Available', ' UDAY BHAN SHARMA': 'Available', ' VARUN KUMAR SHUKLA': 'Available', ' SHEETAL RAGHAV': 'Available'}","{' ALOK KUMAR PANDEY': 'Available', ' VANDANA SHUKLA': 'Available', ' UDAY BHAN SHARMA': 'Available', ' VARUN KUMAR SHUKLA': 'Available', ' SHEETAL RAGHAV': 'Available'}","{'2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2019-2020': 'I did not any source of fund.', '2020-2021': 'I did not any source of fund.'}",34,27,194,100
Yahowah Academy for Performing Arts,UP/2015/0091250,Registrar of Societies,Registered Societies (Non-Government),2382-2012-2013,Available,Available,Society act 1860,Lucknow,UTTAR PRADESH,21-01-2013,Not Available,Not Available,Not Available,Not Available,Not Available,"Successfully organized Bal Parva 2013, 2014 and 2015. Have organized several workshops to train youth in performingarts. 
Prepared and perfomed several street plays on topics like HIV/AIDS, Drinking Water and cleanliness.
Organized several dance and drama performances.","53, Ravindra Palli, 226016",Lucknow,UTTAR PRADESH,0522-6566943,Not Available,yahowahacademy(at)gmail[dot]com,"{' Chhavi Mishra ': 'Secretary', ' Sunita Tiwari ': 'Member', ' Priyanshu Mishra ': 'Member'}","{' Chhavi Mishra ': 'Available', ' Sunita Tiwari ': 'Available', ' Priyanshu Mishra ': 'Available'}","{' Chhavi Mishra ': 'Available', ' Sunita Tiwari ': 'Available', ' Priyanshu Mishra ': 'Available'}","{'2013-2014': 'Not Specified', '2015-2016': '100000', '2014-2015': 'Not Specified'}","{'2013-2014': 'NA', '2015-2016': 'Ministry of Culture', '2014-2015': 'NA'}","{'2013-2014': 'Overseas', '2015-2016': 'Central', '2014-2015': 'Overseas'}","{'2013-2014': 'NA', '2015-2016': 'Drama , Kusroo Rain Suhag ki.', '2014-2015': 'NA'}",34,28,194,100
YAMEEN EDUCATION AND CHARITABLE TRUST,UP/2018/0193069,Sub-Registrar,Trust (Non-Government),67/2018,Available,Available,1882,SAHARANPUR,UTTAR PRADESH,21-03-2018,"Children,Disaster Management,Drinking Water,Education &amp; Literacy,Health &amp; Family Welfare,Information &amp; Communication Technology,Labour &amp; Employment,Minority Issues,Panchayati Raj,Vocational Training,Any Other","UTTAR PRADESH, UTTARAKHAND","UTTAR PRADESH-&gt;Saharanpur, Muzaffarnagar, Bijnor, Moradabad, Meerut, UTTARAKHAND-&gt;Rudraprayag, Dehradun, Pithoragarh, Nainital, Hardwar",Not Available,Not Available,Not Available,SHREE RAM VATIKA DELHI ROAD SAHARANPUR,SAHARANPUR,UTTAR PRADESH,Not Available,Not Available,YAMEENMPVT[dot]ITI(at)GMAIL.COM,"{' VASI ULLAH KHAN': 'Secretary', ' NISHA MITTAL': 'Chairman', ' PRAMOD KUMAR MITTAL': 'Member'}","{' VASI ULLAH KHAN': 'Available', ' NISHA MITTAL': 'Available', ' PRAMOD KUMAR MITTAL': 'Available'}","{' VASI ULLAH KHAN': 'Available', ' NISHA MITTAL': 'Available', ' PRAMOD KUMAR MITTAL': 'Available'}",{'2017-2018': 'Not Specified'},{'2017-2018': 'Not Specified'},{'2017-2018': 'Any Other'},{'2017-2018': 'TILL THIS DATE CHARITY'},34,29,194,100
Yamini Sanskritik Evam Samajik Sansthan,UP/2020/0266258,Registrar of Societies,Registered Societies (Non-Government),517/2004-2005,Available,Available,"Societies Regitration Act 21, 1860",Gorakhpur,UTTAR PRADESH,27-08-2004,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Women's Development &amp; Empowerment,Any Other",UTTAR PRADESH,UTTAR PRADESH-&gt;Gorakhpur,Not Available,Not Available,"Classical Dance, Folk Dance, Musical Instrumental Program, Classical Singing, Folk Singing, Light Singing, Threatre, Nukkad Natak","House no-123, Mahadevpuram,near Shubham Hospital, Madan Mohan Malviya Technical University Road, Kunraghat, Gorakhpur",Gorakhpur,UTTAR PRADESH,Not Available,Not Available,yaminiculturalinstitute85(at)gmail[dot]com,"{' Gita Singh': 'President', ' Sheo Kumar Singh': 'Treasurer', ' Sonika Singh': 'Vice President', ' Praveen Kumar Singh': 'Minister'}","{' Gita Singh': 'Available', ' Sheo Kumar Singh': 'Available', ' Sonika Singh': 'Available', ' Praveen Kumar Singh': 'Available'}","{' Gita Singh': 'Available', ' Sheo Kumar Singh': 'Available', ' Sonika Singh': 'Available', ' Praveen Kumar Singh': 'Available'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2017-2018': 'NO ANY GRANT RECEIVED THIS Financial Year', '2018-2019': 'NO ANY GRANT RECEIVED THIS Financial Year', '2019-2020': 'NO ANY GRANT RECEIVED THIS Financial Year', '2020-2021': 'NO ANY GRANT RECEIVED THIS Financial Year'}",34,30,194,100
Yamuna Prasad Adarsh Balika Sikshan Sansthan,UP/2018/0193606,Registrar of Societies,Registered Societies (Non-Government),341/2002-03,Available,Available,"21,1860",FAIZABAD,UTTAR PRADESH,19-07-2002,"Education &amp; Literacy,Information &amp; Communication Technology,Legal Awareness &amp; Aid,Vocational Training",UTTAR PRADESH,"UTTAR PRADESH-&gt;Faizabad, Balrampur, Gonda, Basti",Not Available,Not Available,Run a School for Higher Education,"Vill- Bhagwandeen Purwa, Po- Khargupur, Tahsil ",FAIZABAD,UTTAR PRADESH,Not Available,Not Available,ypabss2002(at)gmail[dot]com,"{' MAYANK TIWARI': 'Member', ' SAURABH TIWARI': 'Deputy Manager', ' RAKESH TIWARI': 'Manager'}","{' MAYANK TIWARI': 'Available', ' SAURABH TIWARI': 'Available', ' RAKESH TIWARI': 'Available'}","{' MAYANK TIWARI': 'Available', ' SAURABH TIWARI': 'Available', ' RAKESH TIWARI': 'Available'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified'}","{'2013-2014': 'Any Other', '2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other'}","{'2013-2014': 'No Fund Recived', '2014-2015': 'No Fund Recived', '2015-2016': 'No Fund Recived', '2016-2017': 'No Fund Recived'}",34,31,194,100
Yamuna Prasad Jankalyan Samajik Vikas Sewa Sansthan,UP/2021/0291806,Registrar of Societies,Registered Societies (Non-Government),1598,Available,Available,"21,1860",Shrawasti,UTTAR PRADESH,07-03-2017,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Information &amp; Communication Technology,Labour &amp; Employment,Legal Awareness &amp; Aid,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Minority Issues,New &amp; Renewable Energy,Panchayati Raj,Prisoner's Issues,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Sports,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Water Resources,Women's Development &amp; Empowerment,Youth Affairs,Skill Development",UTTAR PRADESH,UTTAR PRADESH-&gt;Shrawasti,Not Available,Not Available,Education Culture and Skill Development Health Environment Women Empowerment Minority Awareness Rural Development Road Safety Consumer Awareness Food Procession Youth Affairs etc.,"Vill and Post- Giloula, Tehshil- Ikouna, Bhinga, District- Shrawasti, U.P.- 271835",Shrawasti,UTTAR PRADESH,Not Available,Not Available,sandeepsg476324(at)gmail[dot]com,"{' Saroj Gupta': 'President', ' Sandeep Kumar Gupta': 'Secretary', ' Raju Gupta': 'Treasurer'}","{' Saroj Gupta': 'Available', ' Sandeep Kumar Gupta': 'Available', ' Raju Gupta': 'Available'}","{' Saroj Gupta': 'Available', ' Sandeep Kumar Gupta': 'Available', ' Raju Gupta': 'Available'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other', '2021-2022': 'Any Other'}","{'2018-2019': 'Society have no receive any fund.', '2019-2020': 'Society have no receive any fund.', '2020-2021': 'Society have no receive any fund.', '2021-2022': 'Society have no receive any fund.'}",34,32,194,100
YANG BODHISATV SARV SAMAJ SIKSHAN SANSTHAN,UP/2021/0296477,Registrar of Societies,Registered Societies (Non-Government),ALL/02503/2020-2021,Available,Available,"SOCIETIES REGISTRATION ACT, 1860",PRAYAGRAJ,UTTAR PRADESH,26-08-2020,Education &amp; Literacy,UTTAR PRADESH,"UTTAR PRADESH-&gt;Prayagraj, Jaunpur, Varanasi",Not Available,Not Available,"To organize the training programs seminars workshops on the latest technology to enhance the technical skill-set of students and faculties.
To enrich and empower the minds of students by conducting technical Quizzes Competitions regularly.
To organize the Technical Non Technical events to improve the leadership quality among the students.","BIRAPUR, KASAUDHAN, BARAUT, HANDIA, PRAYAGRAJ UP-221502",PRAYAGRAJ,UTTAR PRADESH,Not Available,Not Available,mrarjun[dot]8597(at)gmail.com,"{' ABDUL MANNAN': 'Chairman', ' KAMLESH KUMAR': 'Treasurer', ' ARJUN KUMAR': 'Secretary'}","{' ABDUL MANNAN': 'Available', ' KAMLESH KUMAR': 'Available', ' ARJUN KUMAR': 'Available'}","{' ABDUL MANNAN': 'Available', ' KAMLESH KUMAR': 'Available', ' ARJUN KUMAR': 'Available'}","{'2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2020-2021': 'Any Other', '2021-2022': 'Any Other'}","{'2020-2021': 'Not received any grant ', '2021-2022': 'Not received any grant '}",34,33,194,100
YAQUB EDUCATIONAL AND WELFARE SOCIETY,UP/2018/0196738,Registrar of Societies,Registered Societies (Non-Government),1478,Available,Available,SOCIETIES ACT 1860,SANT KABIR NAGAR,UTTAR PRADESH,24-02-2014,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,VILLAGE RAMWAPUR POST GOPALPUR,SANT KABIR NAGAR,UTTAR PRADESH,Not Available,Not Available,yaqoobsociety(at)gmail[dot]com,"{' MOHAMMAD HASAN': 'Secretary', ' ABDUL HAKEEM KHAN': 'President', ' MUJAHID HUSEN KHAN': 'Member'}","{' MOHAMMAD HASAN': 'Available', ' ABDUL HAKEEM KHAN': 'Available', ' MUJAHID HUSEN KHAN': 'Available'}","{' MOHAMMAD HASAN': 'Available', ' ABDUL HAKEEM KHAN': 'Available', ' MUJAHID HUSEN KHAN': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2014-2015': 'NOT ANY GRANT SANCTIONED FROM GOVT. OR NGOS', '2015-2016': 'NOT ANY GRANT SANCTIONED FROM GOVT. OR NGOS', '2016-2017': 'NOT ANY GRANT SANCTIONED FROM GOVT. OR NGOS', '2017-2018': 'NOT ANY GRANT SANCTIONED FROM GOVT. OR NGOS'}",34,34,194,100
YASH EDUCATIONAL SOCIAL AND WELFARE SOCIETY,UP/2019/0248401,Registrar of Societies,Registered Societies (Non-Government),740,Available,Available,"SOCIETIES REGISTRATION ACT, 1860",LUCKNOW,UTTAR PRADESH,03-07-2006,"Children,Education &amp; Literacy,Environment &amp; Forests,Women's Development &amp; Empowerment,Any Other",UTTAR PRADESH,UTTAR PRADESH-&gt;Lucknow,Not Available,Not Available,Not Available,VILL ,LUCKNOW,UTTAR PRADESH,Not Available,Not Available,anshikast9(at)gmail[dot]com,"{' NARENDRA KUMAR SRIVASTAVA': 'President', ' RAM GOPAL YADAV': 'Vice President', ' ALOK KUMAR SRIVASTVA': 'Treasurer', ' GIRJA SHANKER MISHRA': 'Member'}","{' NARENDRA KUMAR SRIVASTAVA': 'Available', ' RAM GOPAL YADAV': 'Available', ' ALOK KUMAR SRIVASTVA': 'Available', ' GIRJA SHANKER MISHRA': 'Available'}","{' NARENDRA KUMAR SRIVASTAVA': 'Available', ' RAM GOPAL YADAV': 'Available', ' ALOK KUMAR SRIVASTVA': 'Available', ' GIRJA SHANKER MISHRA': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2016-2017': 'NOT APPLICABLE', '2017-2018': 'NOT APPLICABLE', '2018-2019': 'NOT APPLICABLE', '2019-2020': 'NOT APPLICABLE'}",34,35,194,100
Yash Educational Society,RJ/2010/0036960,Registrar of Societies,Registered Societies (Non-Government),509/2003-04,Available,Available,21 Act 1860,Gaziabad,UTTAR PRADESH,18-08-2003,"Animal Husbandry, Dairying  &amp;  Fisheries,Children,Education &amp; Literacy,HIV/AIDS,Human Rights,Legal Awareness &amp; Aid,Labour &amp; Employment,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Tribal Affairs,Tourism,Vocational Training,Women's Development &amp; Empowerment",UTTAR PRADESH,UTTAR PRADESH-&gt;Ghaziabad,Available,136810079,"Industrial Training in Electrician Trade
Industrial Training in Fitter Trade
Placements of Industrial trade workers
Primary English Education using latest techniques to underprivileged children
Mothers Education
nutritious cooking with easily available ingredients
Workshop on PD and Spoken English
Workshop on Hospitality
Workshop on scope of Tourism
Workshop on Interview Skills
Workshop on First aid
Management Development Program
Steel Fabrication
Repairing of home Appliances","3rd H, Nehru Nagar Gaziabad",Gaziabad,UTTAR PRADESH,0141-4021239,Not Available,neeta(at)igiaindia[dot]in,"{' Neeta Yadav': 'Secretary', ' Vikas Yadav': 'President', ' Sandeep Sethi': 'Vice President'}","{' Neeta Yadav': 'Available', ' Vikas Yadav': 'Available', ' Sandeep Sethi': 'Available'}","{' Neeta Yadav': 'Available', ' Vikas Yadav': 'Available', ' Sandeep Sethi': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2014-2015': 'Running an Industrial Training Center and a Primary School at Gunavata, Near BSF Camp, Tehsil-Amer, Jaipur', '2015-2016': 'Running an Industrial Training Center and a Primary School at Gunavata, Near BSF Camp, Tehsil-Amer, Jaipur', '2016-2017': 'Running an Industrial Training Center and a Primary School at Gunavata, Near BSF Camp, Tehsil-Amer, Jaipur', '2017-2018': 'Running an Industrial Training Center at Gunavata, Near BSF Camp, Tehsil-Amer, Jaipur'}",34,36,194,100
YASH FOUNDATION,UP/2021/0299252,Any Other,Trust (Non-Government),407,Available,Available,INDIAN TRUST ACT,MORADABAD,UTTAR PRADESH,02-11-2021,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Children,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Health &amp; Family Welfare,HIV/AIDS",UTTAR PRADESH,UTTAR PRADESH-&gt;Moradabad,Not Available,Not Available,ALL CHARITABLE WORK,UTTARANCHAL COLONY MEERPUR UTTAR PRADESH 244001,MORADABAD,UTTAR PRADESH,Not Available,Not Available,harishsbora(at)gmail[dot]com,"{' HARISH SINGH BORA': 'Chairman', ' HEMA BORA': 'Secretary', ' Megha Bora': 'Treasurer'}","{' HARISH SINGH BORA': 'Available', ' HEMA BORA': 'Available', ' Megha Bora': 'Available'}","{' HARISH SINGH BORA': 'Available', ' HEMA BORA': 'Available', ' Megha Bora': 'Available'}",{'2021-2022': 'Not Specified'},{'2021-2022': 'Not Specified'},{'2021-2022': 'Any Other'},{'2021-2022': 'NEWLY REGISTERED TRUST'},34,37,194,100
Yash Memorial Foundation,UP/2019/0239973,Registrar of Societies,Registered Societies (Non-Government),1653/1989-90,Available,Available,Societies Registration Act 1860,KANPUR NAGAR,UTTAR PRADESH,29-01-1990,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Children,Civic Issues,Disaster Management,Education &amp; Literacy,Environment &amp; Forests,HIV/AIDS,Human Rights,Minority Issues,Right to Information &amp; Advocacy,Youth Affairs",UTTAR PRADESH,UTTAR PRADESH-&gt;Kanpur Nagar,Not Available,Not Available,Not Available,"M296, Keshavpuram, Avas Vikas1 , kalyanpur",KANPUR NAGAR,UTTAR PRADESH,Not Available,Not Available,shailza[dot]verma1971(at)gmail.com,"{' Shailza Verma': 'Secretary', ' Neeraj Kumar ': 'Treasurer', ' Anurag Chauhan': 'President'}","{' Shailza Verma': 'Available', ' Neeraj Kumar ': 'Available', ' Anurag Chauhan': 'Available'}","{' Shailza Verma': 'Available', ' Neeraj Kumar ': 'Available', ' Anurag Chauhan': 'Available'}","{'2018-2019': 'Not Specified', '2017-2018': 'Not Specified', '2016-2017': 'Not Specified', '2019-2020': 'Not Specified'}","{'2018-2019': 'Not Specified', '2017-2018': 'Not Specified', '2016-2017': 'Not Specified', '2019-2020': 'Not Specified'}","{'2018-2019': 'Any Other', '2017-2018': 'Any Other', '2016-2017': 'Any Other', '2019-2020': 'Any Other'}","{'2018-2019': 'No Govt. Fund granted. All Activities done by donation  collected by members ', '2017-2018': 'No Govt. Fund granted. All Activities done by donation  collected by members ', '2016-2017': 'No Govt. Fund granted. All Activities done by donation  collected by members ', '2019-2020': 'No Govt. Fund granted. All Activities done by donation  collected by members '}",34,38,194,100
Yash Musical Trust,UP/2018/0199328,Sub-Registrar,Trust (Non-Government),182,Available,Available,1882,Faizabad,UTTAR PRADESH,02-09-2016,Art &amp; Culture,UTTAR PRADESH,"UTTAR PRADESH-&gt;Faizabad, Ambedkar Nagar, Sultanpur, Gonda",Not Available,Not Available,"Yash Musical Trust Faizabad Uttar Pradesh is working last three years Music and Dance Classes, Cultural Event, Cultural Show, Cultural Seminar, Workshop, Traditional Cultural programme and swachh bharat abhiyan etc","104/13 HaiderganjGuru Nanak Pura Faizabad, Uttar Pradesh",Faizabad,UTTAR PRADESH,Not Available,Not Available,yashmusicaltrust(at)gmail[dot]com,"{' Sangita': 'Chairman', ' Sumishtha Mittra': 'Treasurer', ' Ashish Kaur': 'Secretary', ' DEV KUMAR MITTRA': 'Member'}","{' Sangita': 'Available', ' Sumishtha Mittra': 'Available', ' Ashish Kaur': 'Available', ' DEV KUMAR MITTRA': 'Available'}","{' Sangita': 'Available', ' Sumishtha Mittra': 'Available', ' Ashish Kaur': 'Available', ' DEV KUMAR MITTRA': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2016-2017': 'Yash Musical Trust is working in the field of Cultural Musical Dance Classes Cultural Seminar, Workshop, Training, Cultural Events under Own Source.  ', '2017-2018': 'Yash Musical Trust is working in the field of Cultural Musical Dance Classes Cultural Seminar, Workshop, Training, Cultural Events under Own Source.  '}",34,39,194,100
YASH PAL SINGH MEMORIAL SHIKHSHA SAMITI,UP/2021/0292708,Registrar of Societies,Registered Societies (Non-Government),772/2013-14,Available,Available,"SOCIETIES REGISTRATION ACT 21, OF 1860",SAMBHAL,UTTAR PRADESH,15-02-2014,Not Available,Not Available,Not Available,Not Available,Not Available,YOUTH DEVELOPMENT ,"VILLHAJIKHEDA, ASMOLI, DIST. SAMBHAL, UTTAR PRADESH244304 ",SAMBHAL,UTTAR PRADESH,Not Available,Not Available,jattmohit8419(at)gmail[dot]com,"{' REENA KUMARI ': 'President', ' AMAN KUMAR ': 'Vice President', ' MOHIT KUMAR ': 'Secretary'}","{' REENA KUMARI ': 'Available', ' AMAN KUMAR ': 'Available', ' MOHIT KUMAR ': 'Available'}","{' REENA KUMARI ': 'Available', ' AMAN KUMAR ': 'Available', ' MOHIT KUMAR ': 'Available'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other', '2021-2022': 'Any Other'}","{'2018-2019': 'no funds received yet all is organization and members contribution local donation', '2019-2020': 'no funds received yet all is organization and members contribution local donation', '2020-2021': 'no funds received yet all is organization and members contribution local donation', '2021-2022': 'no funds received yet all is organization and members contribution local donation'}",34,40,194,100
Yash Purwanchal Seva Trust,UP/2020/0257850,Sub-Registrar,Trust (Non-Government),5290,Available,Available,2017,Kushinagar,UTTAR PRADESH,19-12-2017,"Education &amp; Literacy,Health &amp; Family Welfare,Rural Development &amp; Poverty Alleviation,Urban Development &amp; Poverty Alleviation,Women's Development &amp; Empowerment",UTTAR PRADESH,UTTAR PRADESH-&gt;Kushinagar,Not Available,Not Available,Not Available,Chhitauni bypass kushinagar u.p pin-274801,Kushinagar,UTTAR PRADESH,Not Available,Not Available,yashpurwanchalsevatrust(at)gmail[dot]com,"{' Dwarika Prasad Gupta': 'Vice President', ' Diwaker Kumar': 'Treasurer', ' PAWAN LAL GUPTA': 'Secretary'}","{' Dwarika Prasad Gupta': 'Available', ' Diwaker Kumar': 'Available', ' PAWAN LAL GUPTA': 'Available'}","{' Dwarika Prasad Gupta': 'Available', ' Diwaker Kumar': 'Available', ' PAWAN LAL GUPTA': 'Available'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2017-2018': 'Public Contribution,Membership Fee and Contribution, Donation\n', '2018-2019': 'Public Contribution,Membership Fee and Contribution, Donation\n', '2019-2020': 'Public Contribution,Membership Fee and Contribution, Donation\n'}",34,41,194,100
